City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
527,jales,-20.2689,-50.5458,298.38,71,6,1.12,BR,1708212672
528,bardai,11.65,7.2333,292.08,18,54,4.11,NG,1708212673
529,sungailiat,-1.85,106.1333,299.84,84,98,2.48,ID,1708212673
530,baybay,10.6833,124.8333,299.57,83,98,3.07,PH,1708212674
531,fort bragg,35.139,-79.006,282.9,40,0,2.06,US,1708212675
532,ola,59.5833,151.2833,249.96,71,63,2.25,RU,1708212675
533,labasa,-16.4167,179.3833,301.77,81,100,3.71,FJ,1708212677
534,chechelnyk,48.8353,26.6484,279.95,94,98,5.27,UA,1708212677
535,armacao de buzios,-22.7469,-41.8817,300.18,93,2,4.83,BR,1708212678
536,lata,40.1629,-8.3327,283.75,87,75,1.51,PT,1708212678
537,ramanuj ganj,23.8,83.7,286.73,38,0,1.45,IN,1708212679
538,boise,43.6135,-116.2035,282.01,35,0,7.72,US,1708212617
539,santa terezinha,-29.9002,-50.0904,297.02,91,18,4.93,BR,1708212681
540,saint-francois,46.4154,3.9054,280.84,82,100,1.03,FR,1708212681
541,la junta,37.985,-103.5438,275.41,61,0,3.09,US,1708212682
542,san jose de feliciano,-30.3845,-58.7517,297.27,68,20,3.48,AR,1708212683
543,buala,-8.145,159.5921,303.25,70,65,3.26,SB,1708212684
544,el nido,11.1858,119.3956,299.36,79,14,6.28,PH,1708212684
545,kingscliff,-28.2667,153.5667,302.44,83,75,2.06,AU,1708212685
546,yarega,63.4354,53.5765,258.08,89,100,7.11,RU,1708212686
547,hassi messaoud,31.6804,6.0729,288.07,47,0,2.06,DZ,1708212686
548,sao jose da coroa grande,-8.8978,-35.1478,300.6,84,46,4.12,BR,1708212687
549,lisakovsk,52.5369,62.4936,253.33,92,97,2.33,KZ,1708212688
550,brookings,44.3114,-96.7984,270.15,67,0,8.75,US,1708212689
551,komsomol'skiy,43.9783,46.6985,271.83,67,52,3.6,RU,1708212690
552,broome,42.2506,-75.833,267.98,80,20,3.6,US,1708212691
553,shira,54.4911,89.9531,248.2,87,100,1.18,RU,1708212691
554,puducherry,11.9333,79.8167,295.81,81,21,2.71,IN,1708212692
555,yangiobod,41.1192,70.0941,272.89,81,100,2.27,UZ,1708212693
556,kazanskoye,55.6448,69.235,240.96,100,100,1.27,RU,1708212693
557,darwin,-12.4611,130.8418,303.65,84,75,3.6,AU,1708212648
558,xai-xai,-25.0519,33.6442,299.06,84,26,4.14,MZ,1708212694
559,atar,20.5169,-13.0499,298.66,12,19,3.0,MR,1708212695
560,walla walla,46.0646,-118.343,278.96,86,75,2.06,US,1708212696
561,saint-germain-du-puy,47.1,2.4833,278.3,87,0,1.54,FR,1708212696
562,codrington,-38.2667,141.9667,293.79,55,38,4.53,AU,1708212697
563,kuala belait,4.5833,114.1833,297.24,87,49,1.63,BN,1708212698
564,serafimovich,49.5786,42.736,266.83,91,59,3.13,RU,1708212698
565,livingston,55.9029,-3.5226,284.32,89,100,3.6,GB,1708212699
566,monzon,41.9108,0.1941,281.35,76,3,0.31,ES,1708212700
567,bayville,40.9106,-73.5621,273.87,55,54,4.47,US,1708212700
568,nueva helvecia,-34.3,-57.2333,297.92,60,82,3.81,UY,1708212701
569,lucapa,-8.4192,20.7447,292.76,95,100,1.15,AO,1708212701
570,urucurituba,-2.6833,-57.6667,300.77,76,94,0.52,BR,1708212702
571,menaka,15.9182,2.4022,295.66,13,0,4.13,ML,1708212702
572,acajutla,13.5928,-89.8275,301.11,70,32,4.35,SV,1708212703
573,kalmunai,7.4167,81.8167,298.18,81,71,3.43,LK,1708212704
574,kyshtovka,56.555,76.6271,244.45,100,76,2.24,RU,1708212704
575,escarcega,18.6089,-90.7454,301.86,49,32,3.14,MX,1708212705
576,media luna,20.1419,-77.435,298.04,75,0,4.99,CU,1708212705
577,sumenep,-7.0167,113.8667,300.51,80,99,1.34,ID,1708212706
578,guerrero negro,27.9769,-114.0611,291.59,68,8,6.45,MX,1708212497
